"corpus","user/mw0000/archiwa_spoleczne"
"subcorpus","###1531690017118016043###"
Item,Frequency,DOCF,Relative DOCF
"spytać",1,1,100.00000
"wybudować",1,1,100.00000
"wycięcie",1,1,100.00000
"wydaliśmy",1,1,100.00000
"wydobyć",1,1,100.00000
"fantastyczny",1,1,100.00000
"wydłużyć",1,1,100.00000
"wygłosić",1,1,100.00000
"bazarek",1,1,100.00000
"wygładzić",1,1,100.00000
"machine",1,1,100.00000
"standaryzacja",1,1,100.00000
"wykazywać",1,1,100.00000
"gubić",1,1,100.00000
"niesłyszany",1,1,100.00000
"groźny",1,1,100.00000
"archiwizować",1,1,100.00000
"wyjechaliśmy",1,1,100.00000
"wyknąć",1,1,100.00000
"wykorzenieni",1,1,100.00000
"starania",1,1,100.00000
"wyludniać",1,1,100.00000
"gurewicza",1,1,100.00000
"cji",1,1,100.00000
"wyniki-badania-mediapanel-za-czerwiec-2023",1,1,100.00000
"starzyć",1,1,100.00000
"wyobrażenie",1,1,100.00000
"wypoczynek",1,1,100.00000
"wypromować",1,1,100.00000
"wypuszczać",1,1,100.00000
"niezbyt",1,1,100.00000
"daniel",1,1,100.00000
"wypić",1,1,100.00000
"wyruszyć",1,1,100.00000
"niezliczony",1,1,100.00000
"wysnuć",1,1,100.00000
"wyspecjalizować",1,1,100.00000
"wypytać",1,1,100.00000
"nikacyjnych",1,1,100.00000
"clio",1,1,100.00000
"wyszukać",1,1,100.00000
"bałut",1,1,100.00000
"niowca",1,1,100.00000
"stoczniówki",1,1,100.00000
"clz",1,1,100.00000
"głośnik",1,1,100.00000
"wyszłyśmy",1,1,100.00000
"wyważać",1,1,100.00000
"nities",1,1,100.00000
"nić",1,1,100.00000
"fenomenologia",1,1,100.00000
"wzbogaciliśmy",1,1,100.00000
"stowarzyszeszych",1,1,100.00000
"wzbogacilistronie",1,1,100.00000
"względem",1,1,100.00000
"manfred",1,1,100.00000
"wór",1,1,100.00000
"stratny",1,1,100.00000
"storage",1,1,100.00000
"wyświetlać",1,1,100.00000
"decoupage",1,1,100.00000
"notekstowa",1,1,100.00000
"włochy",1,1,100.00000
"włożyć",1,1,100.00000
"hamburg",1,1,100.00000
"decyzyjność",1,1,100.00000
"nowoczesny",1,1,100.00000
"xix-wiecznej",1,1,100.00000
"stryj",1,1,100.00000
"cokolwiek",1,1,100.00000
"harmonogram",1,1,100.00000
"zaakcentować",1,1,100.00000
"niczym",1,1,100.00000
"madząca",1,1,100.00000
"wywiadywać",1,1,100.00000
"notesik",1,1,100.00000
"bizantyjski",1,1,100.00000
"zabierać",1,1,100.00000
"zacja",1,1,100.00000
"nóż",1,1,100.00000
"filantropia",1,1,100.00000
"archivebox",1,1,100.00000
"styczeń",1,1,100.00000
"filar",1,1,100.00000
"hepa",1,1,100.00000
"zagadnąć",1,1,100.00000
"zagrozić",1,1,100.00000
"zahaczać",1,1,100.00000
"zacząłem",1,1,100.00000
"filipczak",1,1,100.00000
"zainstalować",1,1,100.00000
"marzyliśmy",1,1,100.00000
"zajęcia",1,1,100.00000
"herstorię",1,1,100.00000
"degradacja",1,1,100.00000
"zakwaszać",1,1,100.00000
"sukcesywnie",1,1,100.00000
"suma",1,1,100.00000
"delikatnie",1,1,100.00000
"obrona",1,1,100.00000
"zamienić",1,1,100.00000
"hdd",1,1,100.00000
"masa",1,1,100.00000
"obręb",1,1,100.00000
"obsadzać",1,1,100.00000
"obserwacja",1,1,100.00000
"zaoszczędzić",1,1,100.00000
"filozof",1,1,100.00000
"obo",1,1,100.00000
"hipnotyzować",1,1,100.00000
"zaplamić",1,1,100.00000
"matuszewski",1,1,100.00000
"blog",1,1,100.00000
"symbol",1,1,100.00000
"blokować",1,1,100.00000
"zaraz",1,1,100.00000
"mazowsze",1,1,100.00000
"synergia",1,1,100.00000
"zaprzeczenie",1,1,100.00000
"zarządzanie",1,1,100.00000
"zasklepić",1,1,100.00000
"zaspokoić",1,1,100.00000
"zastanawiałem",1,1,100.00000
"odczyt",1,1,100.00000
"odczuwać",1,1,100.00000
"me",1,1,100.00000
"zatrudnienie",1,1,100.00000
"zaniepokoić",1,1,100.00000
"zatrzymywać",1,1,100.00000
"zastanawiałam",1,1,100.00000
"zasłużony",1,1,100.00000
"desa",1,1,100.00000
"zatracić",1,1,100.00000
"odesłanie",1,1,100.00000
"szczelnie",1,1,100.00000
"odezwać",1,1,100.00000
"odkrycie",1,1,100.00000
"szenia",1,1,100.00000
"założyciel",1,1,100.00000
"zbieg",1,1,100.00000
"załączać",1,1,100.00000
"odmęt",1,1,100.00000
"zbioz",1,1,100.00000
"założyliśmy",1,1,100.00000
"zbiorów",1,1,100.00000
"szkocja",1,1,100.00000
"szkodliwie",1,1,100.00000
"zbąszynianin",1,1,100.00000
"zdawałem",1,1,100.00000
"sznyt",1,1,100.00000
"zdecydowałyśmy",1,1,100.00000
"ment",1,1,100.00000
"computing",1,1,100.00000
"odsyłać",1,1,100.00000
"mentów",1,1,100.00000
"sztuczny",1,1,100.00000
"odtąd",1,1,100.00000
"zbrojny",1,1,100.00000
"mentalny",1,1,100.00000
"odsłonić",1,1,100.00000
"zedrzeć",1,1,100.00000
"honor",1,1,100.00000
"zezwolenie",1,1,100.00000
"szycie",1,1,100.00000
"zdecydowany",1,1,100.00000
"zgromadzone",1,1,100.00000
"zgrzeszyć",1,1,100.00000
"zgrupować",1,1,100.00000
"odświeżenie",1,1,100.00000
"ofiarować",1,1,100.00000
"metr",1,1,100.00000
"metropo",1,1,100.00000
"ziółkowski",1,1,100.00000
"słaba",1,1,100.00000
"ograniczony",1,1,100.00000
"hrubieszowskiego",1,1,100.00000
"diametralnie",1,1,100.00000
"słownik",1,1,100.00000
"słuchacz",1,1,100.00000
"słuchawka",1,1,100.00000
"bernardinum",1,1,100.00000
"zniżka",1,1,100.00000
"nurtować",1,1,100.00000
"zatłuścić",1,1,100.00000
"zenon",1,1,100.00000
"ojczysty",1,1,100.00000
"znowu",1,1,100.00000
"znów",1,1,100.00000
"constantego",1,1,100.00000
"miastografem",1,1,100.00000
"określonegoadresata",1,1,100.00000
"okryć",1,1,100.00000
"zuje",1,1,100.00000
"beskid",1,1,100.00000
"zwierzak",1,1,100.00000
"formalności",1,1,100.00000
"zwią",1,1,100.00000
"armia",1,1,100.00000
"zszywacz",1,1,100.00000
"złotowska",1,1,100.00000
"idalia",1,1,100.00000
"złożoność",1,1,100.00000
"opatrzyliśmy",1,1,100.00000
"idealnie",1,1,100.00000
"miedza",1,1,100.00000
"miej",1,1,100.00000
"łam",1,1,100.00000
"oplatać",1,1,100.00000
"opleść",1,1,100.00000
"łecznych",1,1,100.00000
"łuba",1,1,100.00000
"zorganizowaliśmy",1,1,100.00000
"opracowywałem",1,1,100.00000
"tekturowy",1,1,100.00000
"oprawa",1,1,100.00000
"telewizyjny",1,1,100.00000
"mieszać",1,1,100.00000
"mieszkaliśmy",1,1,100.00000
"mieszkanie",1,1,100.00000
"opublikowałem",1,1,100.00000
"zrównać",1,1,100.00000
"śnieżka",1,1,100.00000
"ilustrowana",1,1,100.00000
"fotoedytor",1,1,100.00000
"teriały",1,1,100.00000
"orga",1,1,100.00000
"ście",1,1,100.00000
"świadkować",1,1,100.00000
"organ",1,1,100.00000
"organiwione",1,1,100.00000
"świętych",1,1,100.00000
"text",1,1,100.00000
"orygi",1,1,100.00000
"doba",1,1,100.00000
"fotografii7",1,1,100.00000
"orzeł",1,1,100.00000
"inch",1,1,100.00000
"tiktok",1,1,100.00000
"żółtawy",1,1,100.00000
"artu",1,1,100.00000
"oprawić",1,1,100.00000
"mika",1,1,100.00000
"thomas",1,1,100.00000
"żądanie",1,1,100.00000
"osik",1,1,100.00000
"arty",1,1,100.00000
"fotokolekcję",1,1,100.00000
"ospa",1,1,100.00000
"trosze",1,1,100.00000
"trwała",1,1,100.00000
"frankfurt",1,1,100.00000
"frapować",1,1,100.00000
"moczulak",1,1,100.00000
"models",1,1,100.00000
"modyfikować",1,1,100.00000
"uchodzić",1,1,100.00000
"fumigacyjny",1,1,100.00000
"mogłem",1,1,100.00000
"ucieczka",1,1,100.00000
"g",1,1,100.00000
"bezsprzeczny",1,1,100.00000
"cywilizacja",1,1,100.00000
"mysł",1,1,100.00000
"bhp",1,1,100.00000
"uprawże",1,1,100.00000
"nacisnąć",1,1,100.00000
"nadesłać",1,1,100.00000
"generalnie",1,1,100.00000
"białoruś",1,1,100.00000
"białostoc",1,1,100.00000
"gertruda",1,1,100.00000
"morski",1,1,100.00000
"gemius",1,1,100.00000
"uświadomiłam",1,1,100.00000
"bibelot",1,1,100.00000
"napój",1,1,100.00000
"gleba",1,1,100.00000
"nastrój",1,1,100.00000
"goethe",1,1,100.00000
"bie",1,1,100.00000
"nawarstwiać",1,1,100.00000
"gospodarka",1,1,100.00000
"nazywaliśmy",1,1,100.00000
"neutralny",1,1,100.00000
"niczone",1,1,100.00000
"wkładać",1,1,100.00000
"wrocławski",1,1,100.00000
"goszcz",1,1,100.00000
"graprzejść",1,1,100.00000
"niekatolik",1,1,100.00000
"wspomi",1,1,100.00000
"grybowska",1,1,100.00000
"nieprzepełniona",1,1,100.00000
"nieprzeżyty",1,1,100.00000
"wygnanie",1,1,100.00000
"grzegórzki",1,1,100.00000
"dame",1,1,100.00000
"niespotykany",1,1,100.00000
"niewymagający",1,1,100.00000
"wypadek",1,1,100.00000
"wyrażana",1,1,100.00000
"wystąpienie",1,1,100.00000
"milanowska",1,1,100.00000
"narażać",1,1,100.00000
"wspołczesnej",1,1,100.00000
"niestabilność",1,1,100.00000
"niezrzeszony",1,1,100.00000
"niknąć",1,1,100.00000
"dawka",1,1,100.00000
"definiować",1,1,100.00000
"nów-łemków",1,1,100.00000
"blaknąć",1,1,100.00000
"obejrzeć",1,1,100.00000
"zaistniały",1,1,100.00000
"obiec",1,1,100.00000
"obiektywnie",1,1,100.00000
"delikatny",1,1,100.00000
"zamieszkanie",1,1,100.00000
"analizować",1,1,100.00000
"zapoznawać",1,1,100.00000
"objawiać",1,1,100.00000
"zapamiętywać",1,1,100.00000
"ochota",1,1,100.00000
"ochronny",1,1,100.00000
"zasilanie",1,1,100.00000
"odbudowywać",1,1,100.00000
"zaskoczyć",1,1,100.00000
"oddzielnie",1,1,100.00000
"odcisk",1,1,100.00000
"zaufany",1,1,100.00000
"zawęzić",1,1,100.00000
"zbiorowość",1,1,100.00000
"zbioryspoarchiwum",1,1,100.00000
"odpowiednik",1,1,100.00000
"dezaktywować",1,1,100.00000
"wywrzeć",1,1,100.00000
"zapuścić",1,1,100.00000
"deskal",1,1,100.00000
"odpowiedny",1,1,100.00000
"zgodność",1,1,100.00000
"odłożyć",1,1,100.00000
"ziemianin",1,1,100.00000
"ziemiański",1,1,100.00000
"wysłuchiwać",1,1,100.00000
"zlecać",1,1,100.00000
"zmieniliśmy",1,1,100.00000
"znaczek",1,1,100.00000
"znajdowałem",1,1,100.00000
"ogłosiliśmy",1,1,100.00000
"huk",1,1,100.00000
"nionym",1,1,100.00000
"zwróciliśmy",1,1,100.00000
"zwyczaj",1,1,100.00000
"onlinowej",1,1,100.00000
"arrestance",1,1,100.00000
"ignacy",1,1,100.00000
"opowiadałyśmy",1,1,100.00000
"akceptacja",1,1,100.00000
"opracowaokazać",1,1,100.00000
"ikonografia",1,1,100.00000
"ścierać",1,1,100.00000
"ścisła",1,1,100.00000
"ściubeł",1,1,100.00000
"ilekroć",1,1,100.00000
"opublikowaliśmy",1,1,100.00000
"śmy",1,1,100.00000
"średnica",1,1,100.00000
"imiennie",1,1,100.00000
"organizo",1,1,100.00000
"arts",1,1,100.00000
"żmudnie",1,1,100.00000
"życiowy",1,1,100.00000
"żółknąć",1,1,100.00000
"piastowski",1,1,100.00000
"infografika",1,1,100.00000
"docelowo",1,1,100.00000
"pielęgniarski",1,1,100.00000
"otrzymywaliśmy",1,1,100.00000
"otrzymałyśmy",1,1,100.00000
"brajter",1,1,100.00000
"otwarpraw",1,1,100.00000
"otwartość",1,1,100.00000
"otwock",1,1,100.00000
"informator",1,1,100.00000
"dochodzić",1,1,100.00000
"dochować",1,1,100.00000
"owinąć",1,1,100.00000
"owocować",1,1,100.00000
"oznaczony",1,1,100.00000
"oznaka",1,1,100.00000
"dociekliwość",1,1,100.00000
"ośmieszać",1,1,100.00000
"docieraliśmy",1,1,100.00000
"ośmiolatek",1,1,100.00000
"ośro",1,1,100.00000
"docierałem",1,1,100.00000
"oświata",1,1,100.00000
"oświetlenie",1,1,100.00000
"docisnąć",1,1,100.00000
"ożyć",1,1,100.00000
"inkluzywność",1,1,100.00000
"pięciominutowy",1,1,100.00000
"artystka-archiwistka",1,1,100.00000
"padać",1,1,100.00000
"paderewski",1,1,100.00000
"instagrama",1,1,100.00000
"pakuła",1,1,100.00000
"instagramie",1,1,100.00000
"palec",1,1,100.00000
"instancja",1,1,100.00000
"instastories",1,1,100.00000
"artystycz",1,1,100.00000
"pandemia",1,1,100.00000
"instrumentarium",1,1,100.00000
"pn.",1,1,100.00000
"instytucjonalny",1,1,100.00000
"pobrać",1,1,100.00000
"inte",1,1,100.00000
"integralny",1,1,100.00000
"dogłębnie",1,1,100.00000
"parafia",1,1,100.00000
"parafialny",1,1,100.00000
"paraliżować",1,1,100.00000
"intencja",1,1,100.00000
"parbiblioteką",1,1,100.00000
"brałem",1,1,100.00000
"parchowo",1,1,100.00000
"parchowska",1,1,100.00000
"intensyfikować",1,1,100.00000
"partia",1,1,100.00000
"powtarzalność",1,1,100.00000
"particulate",1,1,100.00000
"partnerka",1,1,100.00000
"partnerski",1,1,100.00000
"artystystycznymi",1,1,100.00000
"partycypacja",1,1,100.00000
"pas",1,1,100.00000
"a.",1,1,100.00000
"interfejs",1,1,100.00000
"dojrzeć",1,1,100.00000
"pasmo",1,1,100.00000
"paszport",1,1,100.00000
"patetyczny",1,1,100.00000
"patriotyczny",1,1,100.00000
"interpersonalny",1,1,100.00000
"patronat",1,1,100.00000
"interpolacja",1,1,100.00000
"patryk",1,1,100.00000
"patrzeć",1,1,100.00000
"paula",1,1,100.00000
"paulina",1,1,100.00000
"doktor",1,1,100.00000
"interpretować",1,1,100.00000
"doktorancki",1,1,100.00000
"arykuł",1,1,100.00000
"pański",1,1,100.00000
"doktorek",1,1,100.00000
"państwowość",1,1,100.00000
"introspektywnie",1,1,100.00000
"paść",1,1,100.00000
"pbi",1,1,100.00000
"pbi.org.pl",1,1,100.00000
"pdf",1,1,100.00000
"intymny",1,1,100.00000
"pedagoga",1,1,100.00000
"inwazja",1,1,100.00000
"pelplin",1,1,100.00000
"pejzaż",1,1,100.00000
"per",1,1,100.00000
"pojechać",1,1,100.00000
"inwersja",1,1,100.00000
"bronka",1,1,100.00000
"pokojowy",1,1,100.00000
"personalia",1,1,100.00000
"inżynier",1,1,100.00000
"personalny",1,1,100.00000
"inżynierek",1,1,100.00000
"perswaz",1,1,100.00000
"perła",1,1,100.00000
"dokumentalista",1,1,100.00000
"pełnomocnik",1,1,100.00000
"pełportal",1,1,100.00000
"photographic",1,1,100.00000
"pi",1,1,100.00000
"pickhan",1,1,100.00000
"piec",1,1,100.00000
"piechota",1,1,100.00000
"piecza",1,1,100.00000
"pieczenie",1,1,100.00000
"dokuwnętrzne",1,1,100.00000
"pieczołowitość",1,1,100.00000
"pieczęć",1,1,100.00000
"dokuwywiadem",1,1,100.00000
"pielęgniarstwo",1,1,100.00000
"pienie",1,1,100.00000
"pienkowskiej",1,1,100.00000
"pierwiastek",1,1,100.00000
"dokładniejczów",1,1,100.00000
"pies",1,1,100.00000
"istotną",1,1,100.00000
"piknik",1,1,100.00000
"pilecki",1,1,100.00000
"pinterest",1,1,100.00000
"pio",1,1,100.00000
"pionierski",1,1,100.00000
"iv",1,1,100.00000
"pionowy",1,1,100.00000
"piosenka",1,1,100.00000
"piotrkowska",1,1,100.00000
"piotrowski",1,1,100.00000
"iwona",1,1,100.00000
"pisarka",1,1,100.00000
"pisarstwo",1,1,100.00000
"pisarz",1,1,100.00000
"pisemny",1,1,100.00000
"izba",1,1,100.00000
"poprzednik",1,1,100.00000
"pisywać",1,1,100.00000
"brunatny",1,1,100.00000
"izolatorki",1,1,100.00000
"domena",1,1,100.00000
"pixels",1,1,100.00000
"piąty",1,1,100.00000
"pić",1,1,100.00000
"domini",1,1,100.00000
"dominik",1,1,100.00000
"by-sa",1,1,100.00000
"piętno",1,1,100.00000
"piętro",1,1,100.00000
"pięć",1,1,100.00000
"j.r.r.",1,1,100.00000
"domino",1,1,100.00000
"piłsudski",1,1,100.00000
"pkp",1,1,100.00000
"pl.",1,1,100.00000
"jadwiga",1,1,100.00000
"asnyk",1,1,100.00000
"pl_2186",1,1,100.00000
"jagódka",1,1,100.00000
"domownik",1,1,100.00000
"jakby",1,1,100.00000
"jakbym",1,1,100.00000
"planistyczny",1,1,100.00000
"postanowiłem",1,1,100.00000
"domyślny",1,1,100.00000
"plastikowy",1,1,100.00000
"plastycznie",1,1,100.00000
"jakobstaf",1,1,100.00000
"asp",1,1,100.00000
"platforma",1,1,100.00000
"jakoś",1,1,100.00000
"pleść",1,1,100.00000
"plus",1,1,100.00000
"animowaliśmy",1,1,100.00000
"poangażujemy",1,1,100.00000
"dopatrzyć",1,1,100.00000
"pobliże",1,1,100.00000
"dopełnienie",1,1,100.00000
"dopełnić",1,1,100.00000
"pobudzić",1,1,100.00000
"pocerować",1,1,100.00000
"pochować",1,1,100.00000
"pochwycić",1,1,100.00000
"animować",1,1,100.00000
"pociąg",1,1,100.00000
"pociąć",1,1,100.00000
"poczet",1,1,100.00000
"janusz",1,1,100.00000
"poczta",1,1,100.00000
"pocztowy",1,1,100.00000
"japoński",1,1,100.00000
"począć",1,1,100.00000
"układać",1,1,100.00000
"doprawdy",1,1,100.00000
"podanie",1,1,100.00000
"podatny",1,1,100.00000
"powrócić",1,1,100.00000
"podchodzić",1,1,100.00000
"poddaliśmy",1,1,100.00000
"poddany",1,1,100.00000
"jasiu",1,1,100.00000
"dopuszczalny",1,1,100.00000
"jaskólski",1,1,100.00000
"kataklizm",1,1,100.00000
"jasnoniebieski",1,1,100.00000
"podgląd",1,1,100.00000
"dopytywać",1,1,100.00000
"podgórze",1,1,100.00000
"podgrybowskiej",1,1,100.00000
"jastrzębwane",1,1,100.00000
"dopóki",1,1,100.00000
"podjęliśmy",1,1,100.00000
"płynąć",1,1,100.00000
"brzuch",1,1,100.00000
"doradzić",1,1,100.00000
"podkreślnik",1,1,100.00000
"doraźnie",1,1,100.00000
"doraźny",1,1,100.00000
"jaś",1,1,100.00000
"podmiokowe",1,1,100.00000
"podmiotowy",1,1,100.00000
"dorosłość",1,1,100.00000
"jechać",1,1,100.00000
"dorota",1,1,100.00000
"podobać",1,1,100.00000
"asysta",1,1,100.00000
"podolsk",1,1,100.00000
"podolska",1,1,100.00000
"dortmund",1,1,100.00000
"podpisywać",1,1,100.00000
"podpowiadać",1,1,100.00000
"podpowiedzieć",1,1,100.00000
"buda",1,1,100.00000
"podpytać",1,1,100.00000
"akryl",1,1,100.00000
"podróżować",1,1,100.00000
"jednorożeckiej",1,1,100.00000
"asystentka",1,1,100.00000
"budowaliśmy",1,1,100.00000
"podsunąć",1,1,100.00000
"jednostkom",1,1,100.00000
"podsyłać",1,1,100.00000
"jednostkowy",1,1,100.00000
"podtrzymać",1,1,100.00000
"podwyższać",1,1,100.00000
"jednoznaczny",1,1,100.00000
"podwórko",1,1,100.00000
"płynnie",1,1,100.00000
"jedyna",1,1,100.00000
"podzielałam",1,1,100.00000
"podziemie",1,1,100.00000
"podziwiać",1,1,100.00000
"budowlany",1,1,100.00000
"jedzenie",1,1,100.00000
"dostawca",1,1,100.00000
"podłoga",1,1,100.00000
"jekty",1,1,100.00000
"poezja",1,1,100.00000
"prawniczka",1,1,100.00000
"pogadać",1,1,100.00000
"pogląd",1,1,100.00000
"pogodzić",1,1,100.00000
"pograniczny",1,1,100.00000
"dostrzegać",1,1,100.00000
"jesień",1,1,100.00000
"pogrubić",1,1,100.00000
"pogrążać",1,1,100.00000
"pogłębiać",1,1,100.00000
"pohl",1,1,100.00000
"pojawiłem",1,1,100.00000
"jeździć",1,1,100.00000
"pojemnik",1,1,100.00000
"doszczętnie",1,1,100.00000
"doszacować",1,1,100.00000
"pojemny",1,1,100.00000
"jeż",1,1,100.00000
"doszedłem",1,1,100.00000
"pokazić",1,1,100.00000
"pokazywałoby",1,1,100.00000
"pokierować",1,1,100.00000
"poklatkowy",1,1,100.00000
"doszłyśmy",1,1,100.00000
"pokoleniowy",1,1,100.00000
"dosłownie",1,1,100.00000
"pokrewieństwo",1,1,100.00000
"pokruszyć",1,1,100.00000
"atmosfera",1,1,100.00000
"pokryć",1,1,100.00000
"pokrój",1,1,100.00000
"pokój",1,1,100.00000
"dotarliśmy",1,1,100.00000
"jowita",1,1,100.00000
"pola",1,1,100.00000
"dotarłyśmy",1,1,100.00000
"polanka",1,1,100.00000
"polaryzacja",1,1,100.00000
"polecić",1,1,100.00000
"polemika",1,1,100.00000
"dotrwałem",1,1,100.00000
"polenaktion1",1,1,100.00000
"programista",1,1,100.00000
"atrakcyjnie",1,1,100.00000
"poligrafia",1,1,100.00000
"politolożka",1,1,100.00000
"dotychczasowy",1,1,100.00000
"bunt",1,1,100.00000
"juraszczyk",1,1,100.00000
"know-how",1,1,100.00000
"justyna",1,1,100.00000
"jutro",1,1,100.00000
"prowincja",1,1,100.00000
"dotąd",1,1,100.00000
"dowartościowywać",1,1,100.00000
"dowe",1,1,100.00000
"języ",1,1,100.00000
"burmistrz",1,1,100.00000
"edukować",1,1,100.00000
"polsko-żydowskiego",1,1,100.00000
"polskojęzyczny",1,1,100.00000
"dowiadywać",1,1,100.00000
"dowiedziałam",1,1,100.00000
"k.",1,1,100.00000
"pomiar",1,1,100.00000
"anno",1,1,100.00000
"republika",1,1,100.00000
"pomoce",1,1,100.00000
"pomocne",1,1,100.00000
"burzyć",1,1,100.00000
"pomorski",1,1,100.00000
"pomorze",1,1,100.00000
"pomysłodawczyni",1,1,100.00000
"pomyślałem",1,1,100.00000
"kacji",1,1,100.00000
"ponadlokalnie",1,1,100.00000
"ponent",1,1,100.00000
"dowolność",1,1,100.00000
"poniedziałek",1,1,100.00000
"ponownie",1,1,100.00000
"wędrowny",1,1,100.00000
"ponoć",1,1,100.00000
"au",1,1,100.00000
"popełniać",1,1,100.00000
"popełnić",1,1,100.00000
"popiela",1,1,100.00000
"popielów",1,1,100.00000
"audacity",1,1,100.00000
"popiotrkowskiej.pl",1,1,100.00000
"kajdanowska",1,1,100.00000
"dozwolić",1,1,100.00000
"apteczny",1,1,100.00000
"poprawiać",1,1,100.00000
"zabrocka",1,1,100.00000
"poprawnie",1,1,100.00000
"poprzecinać",1,1,100.00000
"kaligrafia",1,1,100.00000
"poprzedzać",1,1,100.00000
"poprzedzić",1,1,100.00000
"doświadczałam",1,1,100.00000
"poprzestawać",1,1,100.00000
"poprzeć",1,1,100.00000
"popularynegatywy.pl",1,1,100.00000
"doświadczyliśmy",1,1,100.00000
"popychać",1,1,100.00000
"doświadczyć",1,1,100.00000
"popyt",1,1,100.00000
"anonimowo",1,1,100.00000
"poradzić",1,1,100.00000
"poranek",1,1,100.00000
"byd",1,1,100.00000
"porozumienie",1,1,100.00000
"przepisywać",1,1,100.00000
"kamila",1,1,100.00000
"poruszenie",1,1,100.00000
"porwaliśmy",1,1,100.00000
"anonimowy",1,1,100.00000
"kampania",1,1,100.00000
"poród",1,1,100.00000
"porównanie",1,1,100.00000
"porównać",1,1,100.00000
"porównywałem",1,1,100.00000
"posesja",1,1,100.00000
"posiadacz",1,1,100.00000
"posiłek",1,1,100.00000
"posiłki",1,1,100.00000
"poskutkować",1,1,100.00000
"byle",1,1,100.00000
"posortować",1,1,100.00000
"drama",1,1,100.00000
"audioprzewodnika",1,1,100.00000
"postanawiać",1,1,100.00000
"byliśmy",1,1,100.00000
"audioprzewodnikiem",1,1,100.00000
"postaraliśmy",1,1,100.00000
"postawa",1,1,100.00000
"bym",1,1,100.00000
"postawiłem",1,1,100.00000
"kapitał",1,1,100.00000
"drażnić",1,1,100.00000
"postoczniowy",1,1,100.00000
"kapliczka",1,1,100.00000
"przełom",1,1,100.00000
"audycja",1,1,100.00000
"poszanować",1,1,100.00000
"poszerzyć",1,1,100.00000
"poszukijąć",1,1,100.00000
"poszukiwania",1,1,100.00000
"poszukiwałem",1,1,100.00000
"poszłyby",1,1,100.00000
"posłuchać",1,1,100.00000
"pot",1,1,100.00000
"drohojewskich",1,1,100.00000
"potańcówka",1,1,100.00000
"kariera",1,1,100.00000
"karmelita",1,1,100.00000
"byłaby",1,1,100.00000
"potrawa",1,1,100.00000
"potrwać",1,1,100.00000
"mentalność",1,1,100.00000
"karpowicz",1,1,100.00000
"przyjechałam",1,1,100.00000
"kart",1,1,100.00000
"byłbym",1,1,100.00000
"byłem",1,1,100.00000
"powiedzenie",1,1,100.00000
"powiedzieliby",1,1,100.00000
"antena",1,1,100.00000
"powierzać",1,1,100.00000
"powiesić",1,1,100.00000
"powinienem",1,1,100.00000
"auschwitz",1,1,100.00000
"powinność",1,1,100.00000
"powiązany",1,1,100.00000
"powiśle",1,1,100.00000
"drukmania",1,1,100.00000
"powolnie",1,1,100.00000
"powstaniec",1,1,100.00000
"kasprowicz",1,1,100.00000
"powstrzymać",1,1,100.00000
"kaszubski",1,1,100.00000
"powszechnianie",1,1,100.00000
"drzemać",1,1,100.00000
"powtórny",1,1,100.00000
"powtarzać",1,1,100.00000
"powtórzenie",1,1,100.00000
"powóz",1,1,100.00000
"pozakonkursowy",1,1,100.00000
"drżący",1,1,100.00000
"ds.",1,1,100.00000
"bów",1,1,100.00000
"pozastoczniowa",1,1,100.00000
"katolik",1,1,100.00000
"poziomy",1,1,100.00000
"katyń",1,1,100.00000
"poznawaliśmy",1,1,100.00000
"poznawczy",1,1,100.00000
"poznałem",1,1,100.00000
"poznańska",1,1,100.00000
"kawiarnia",1,1,100.00000
"kawiczek",1,1,100.00000
"pozostawiać",1,1,100.00000
"kazachstan",1,1,100.00000
"kazane",1,1,100.00000
"kazać",1,1,100.00000
"pstryknąć",1,1,100.00000
"pozwalałyby",1,1,100.00000
"pozwijać",1,1,100.00000
"pozwoliłoby",1,1,100.00000
"kał",1,1,100.00000
"dublować",1,1,100.00000
"pozyskałaby",1,1,100.00000
"kała",1,1,100.00000
"duch",1,1,100.00000
"uciekinier",1,1,100.00000
"pozytywnie",1,1,100.00000
"molekularny",1,1,100.00000
"położony",1,1,100.00000
"auto",1,1,100.00000
"ul.",1,1,100.00000
"pośredni",1,1,100.00000
"pośrednictwo",1,1,100.00000
"korespondencyjny",1,1,100.00000
"epoka",1,1,100.00000
"pożoga",1,1,100.00000
"pożydowski",1,1,100.00000
"kici",1,1,100.00000
"kicia",1,1,100.00000
"pożółkły",1,1,100.00000
"pożądać",1,1,100.00000
"duma",1,1,100.00000
"prababcia",1,1,100.00000
"mirowo",1,1,100.00000
"pracowita",1,1,100.00000
"kiermasz",1,1,100.00000
"mistrzostwa",1,1,100.00000
"tralnie",1,1,100.00000
"mitologizować",1,1,100.00000
"mitopoetyczne",1,1,100.00000
"pracowniczek",1,1,100.00000
"kierowałyśmy",1,1,100.00000
"kierownik",1,1,100.00000
"crowdfundingowe",1,1,100.00000
"pragnąć",1,1,100.00000
"płyn",1,1,100.00000
"błąkać",1,1,100.00000
"skaza",1,1,100.00000
"kieszeń",1,1,100.00000
"pralka",1,1,100.00000
"dusza",1,1,100.00000
"praski",1,1,100.00000
"prawdopodobny",1,1,100.00000
"prawdziwy",1,1,100.00000
"cudzy",1,1,100.00000
"trawiński",1,1,100.00000
"trafność",1,1,100.00000
"twitter",1,1,100.00000
"epizodyczny",1,1,100.00000
