"corpus","user/mw0000/archiwa_spoleczne"
"subcorpus","###M475432996817978613###"
Item,Frequency,DOCF,Relative DOCF
"kiełbicka",0,0,0.00000
"kiełkować",0,0,0.00000
"duszpasterstwo",0,0,0.00000
"kifer",0,0,0.00000
"kijanach",0,0,0.00000
"duszpasterz",0,0,0.00000
"c",0,0,0.00000
"kijów",0,0,0.00000
"prawem6",0,0,0.00000
"duszyński",0,0,0.00000
"kilkadziesiąt",0,0,0.00000
"kilkakrotnie",0,0,0.00000
"duttona",0,0,0.00000
"c.",0,0,0.00000
"autochton",0,0,0.00000
"antropologiczny",0,0,0.00000
"antropologia",0,0,0.00000
"adobe",0,0,0.00000
"aceita",0,0,0.00000
"absolutnie",0,0,0.00000
"abs",0,0,0.00000
"a.w.",0,0,0.00000
"a.g.",0,0,0.00000
"prawniczka",0,0,0.00000
"kilkanaście",0,0,0.00000
"kilkana17",0,0,0.00000
"prawnodowodowej",0,0,0.00000
"kilkoma",0,0,0.00000
"duwd",0,0,0.00000
"duv",0,0,0.00000
"kilku.com",0,0,0.00000
"kilkugodzinny",0,0,0.00000
"duwnd",0,0,0.00000
"kilkuletni",0,0,0.00000
"kilkumiesięczny",0,0,0.00000
"duwndsrf",0,0,0.00000
"c1",0,0,0.00000
"c.k.",0,0,0.00000
"prażmowska",0,0,0.00000
"kilkunastoletni",0,0,0.00000
"kilkuminutowy",0,0,0.00000
"kilkunastosekundowych",0,0,0.00000
"kilkunastotomowy",0,0,0.00000
"duxqnlpdjd",0,0,0.00000
"duwrğý",0,0,0.00000
"kilkuosobowy",0,0,0.00000
"kilkustronicowy",0,0,0.00000
"duć",0,0,0.00000
"kilkutonowy",0,0,0.00000
"kilof",0,0,0.00000
"duńczyk-szulc",0,0,0.00000
"c2",0,0,0.00000
"c1fqdu3omjl99-mmir4",0,0,0.00000
"autochtoniczny",0,0,0.00000
"prekursorski",0,0,0.00000
"kim",0,0,0.00000
"kilometr",0,0,0.00000
"prelekcje",0,0,0.00000
"kindraczuku",0,0,0.00000
"kindraczuk",0,0,0.00000
"c3",0,0,0.00000
"kinematografia",0,0,0.00000
"kings",0,0,0.00000
"dv",0,0,0.00000
"kino",0,0,0.00000
"kinuję",0,0,0.00000
"dvd",0,0,0.00000
"c4",0,0,0.00000
"automatyczny",0,0,0.00000
"kiosk",0,0,0.00000
"kira",0,0,0.00000
"dvde",0,0,0.00000
"kisiel",0,0,0.00000
"kisielewski",0,0,0.00000
"dvdg",0,0,0.00000
"c5",0,0,0.00000
"kisilowski",0,0,0.00000
"kisić",0,0,0.00000
"dvr",0,0,0.00000
"kiszczak",0,0,0.00000
"kiszewa",0,0,0.00000
"dvrex",0,0,0.00000
"ca",0,0,0.00000
"automatyzacja",0,0,0.00000
"antropologizowanie",0,0,0.00000
"antropologizowania",0,0,0.00000
"kiszonka",0,0,0.00000
"kiszony",0,0,0.00000
"dvrex2e",0,0,0.00000
"kiwać",0,0,0.00000
"kk",0,0,0.00000
"dvrex2srzldgdf",0,0,0.00000
"ca19112",0,0,0.00000
"klaman",0,0,0.00000
"klamra",0,0,0.00000
"dvrexdufklzdoqhjr",0,0,0.00000
"klara",0,0,0.00000
"klarecki",0,0,0.00000
"dvrexdufklzyzvsrâhf",0,0,0.00000
"caap",0,0,0.00000
"automobilklub",0,0,0.00000
"klarownia",0,0,0.00000
"klarowność",0,0,0.00000
"dvreyz",0,0,0.00000
"klarowny",0,0,0.00000
"klasa",0,0,0.00000
"dvrzhedgdqld",0,0,0.00000
"cabała",0,0,0.00000
"klasowy",0,0,0.00000
"klasycystyczny",0,0,0.00000
"dvrzhedgdqlddufklzyzvsrâhf",0,0,0.00000
"klasycznie",0,0,0.00000
"problems",0,0,0.00000
"dvwdq",0,0,0.00000
"cad",0,0,0.00000
"autonomia",0,0,0.00000
"antropologizuje",0,0,0.00000
"proboszcz",0,0,0.00000
"klasyfikacyjny",0,0,0.00000
"klasyfikacja",0,0,0.00000
"klasyfikować",0,0,0.00000
"klasyfikowałam",0,0,0.00000
"dvyewudg",0,0,0.00000
"dvwdqh",0,0,0.00000
"klasyk",0,0,0.00000
"klasztor",0,0,0.00000
"dvzlhfx",0,0,0.00000
"klasztorny",0,0,0.00000
"klatka",0,0,0.00000
"dw",0,0,0.00000
"cadh11",0,0,0.00000
"cadg",0,0,0.00000
"proeuropejski",0,0,0.00000
"klawiatura",0,0,0.00000
"klauzula",0,0,0.00000
"klawiaturowy",0,0,0.00000
"kleić",0,0,0.00000
"dwadzieścia",0,0,0.00000
"cahg",0,0,0.00000
"profesjonalizować",0,0,0.00000
"klemens",0,0,0.00000
"klej",0,0,0.00000
"kleparz",0,0,0.00000
"klepka",0,0,0.00000
"dwdsrzvwdqld",0,0,0.00000
"dwanaście",0,0,0.00000
"autonomiczny",0,0,0.00000
"autonomicznie",0,0,0.00000
"aktualizacja",0,0,0.00000
"aktową",0,0,0.00000
"klepsydra",0,0,0.00000
"klich-kluczewska",0,0,0.00000
"dwieście",0,0,0.00000
"klient",0,0,0.00000
"klik",0,0,0.00000
"dworakowski",0,0,0.00000
"cal",0,0,0.00000
"klikać",0,0,0.00000
"klikbait",0,0,0.00000
"dworcowy",0,0,0.00000
"kliknij",0,0,0.00000
"kliknięcie",0,0,0.00000
"dworek",0,0,0.00000
"california",0,0,0.00000
"autonomous",0,0,0.00000
"kliknąć",0,0,0.00000
"klimat",0,0,0.00000
"dworka",0,0,0.00000
"klimatyczny",0,0,0.00000
"klimatyzator",0,0,0.00000
"dworzec",0,0,0.00000
"call",0,0,0.00000
"klio",0,0,0.00000
"klisz",0,0,0.00000
"dwucyfrowy",0,0,0.00000
"klisza",0,0,0.00000
"promentowania",0,0,0.00000
"dwuczłonowy",0,0,0.00000
"cambridge",0,0,0.00000
"autonomy",0,0,0.00000
"antyczny",0,0,0.00000
"promiennie",0,0,0.00000
"kliszka",0,0,0.00000
"dwudniowy",0,0,0.00000
"klockowy",0,0,0.00000
"klomb",0,0,0.00000
"dwudrzwiowy",0,0,0.00000
"cambridgeshire",0,0,0.00000
"klon",0,0,0.00000
"klub",0,0,0.00000
"dwudziestolatek",0,0,0.00000
"klubokawiarnia",0,0,0.00000
"klubowy",0,0,0.00000
"dwudziestolecie",0,0,0.00000
"cambridgeshire29",0,0,0.00000
"autopompa",0,0,0.00000
"prorok",0,0,0.00000
"kluczają",0,0,0.00000
"dwudziestowieczny",0,0,0.00000
"klucznik",0,0,0.00000
"prosowiecki",0,0,0.00000
"dwudziesty",0,0,0.00000
"camporeale",0,0,0.00000
"klvwruldpyzlrqd",0,0,0.00000
"klęska",0,0,0.00000
"dwugodzinny",0,0,0.00000
"kmak",0,0,0.00000
"kmieciak",0,0,0.00000
"dwujęzyczny",0,0,0.00000
"campus",0,0,0.00000
"autoportret",0,0,0.00000
"antydyskryminacyjne",0,0,0.00000
"aktualizować",0,0,0.00000
"proszkowy",0,0,0.00000
"knippela",0,0,0.00000
"kmocha",0,0,0.00000
"knocking",0,0,0.00000
"protestant",0,0,0.00000
"dwukrotny",0,0,0.00000
"dwukrotnie",0,0,0.00000
"proteza",0,0,0.00000
"knurów",0,0,0.00000
"knowledge",0,0,0.00000
"ko",0,0,0.00000
"koalicja",0,0,0.00000
"dwunasty",0,0,0.00000
"canada",0,0,0.00000
"can",0,0,0.00000
"proud",0,0,0.00000
"kobiet-żołnierzy",0,0,0.00000
"kobiecy",0,0,0.00000
"prowadziłam",0,0,0.00000
"kobiety-generał",0,0,0.00000
"dwupokojowy",0,0,0.00000
"dwuosobowy",0,0,0.00000
"kobiety.inkubatorstarter.pl",0,0,0.00000
"kobrzyńska",0,0,0.00000
"dwustronny",0,0,0.00000
"kobylarczyk",0,0,0.00000
"kobylnica",0,0,0.00000
"dwutorowo",0,0,0.00000
"canon",0,0,0.00000
"canberra",0,0,0.00000
"autopsja",0,0,0.00000
"kobylnicki",0,0,0.00000
"koc",0,0,0.00000
"dwór",0,0,0.00000
"kocemba",0,0,0.00000
"kocemba-żebrowska",0,0,0.00000
"dxwrsruwuhwduw",0,0,0.00000
"cantans",0,0,0.00000
"kochany",0,0,0.00000
"kochać",0,0,0.00000
"dxwrunl",0,0,0.00000
"koci",0,0,0.00000
"kocia",0,0,0.00000
"dy",0,0,0.00000
"canva",0,0,0.00000
"autorefleksja",0,0,0.00000
"kociumbas",0,0,0.00000
"kocur",0,0,0.00000
"dybicz",0,0,0.00000
"kocyłowski",0,0,0.00000
"kod",0,0,0.00000
"dyczek",0,0,0.00000
"canvey",0,0,0.00000
"kod-pocztowy",0,0,0.00000
"kodeks",0,0,0.00000
"dydaktyczny",0,0,0.00000
"kodeksowy",0,0,0.00000
"koder",0,0,0.00000
"dydaktyk",0,0,0.00000
"capacity",0,0,0.00000
"autorek",0,0,0.00000
"antyhitlerowski",0,0,0.00000
"antydyskryminacyjny",0,0,0.00000
"adoracja",0,0,0.00000
"adolf",0,0,0.00000
"prywatyzacja",0,0,0.00000
"kodować",0,0,0.00000
"kodowanie",0,0,0.00000
"kodowy",0,0,0.00000
"kody-etykiety",0,0,0.00000
"dyferencjacja",0,0,0.00000
"dydaktyka",0,0,0.00000
"przebieg",0,0,0.00000
"koedukacyjny",0,0,0.00000
"koed",0,0,0.00000
"kognitywny",0,0,0.00000
"kogut",0,0,0.00000
"dygdalewicz",0,0,0.00000
"dygasiński",0,0,0.00000
"car",0,0,0.00000
"przechodzenie",0,0,0.00000
"kohnowej",0,0,0.00000
"kohn",0,0,0.00000
"kojarzyć",0,0,0.00000
"kokarda",0,0,0.00000
"dygnitarz",0,0,0.00000
"dygitalizacja",0,0,0.00000
"kokon",0,0,0.00000
"koks",0,0,0.00000
"dyjariusz",0,0,0.00000
"kolaboracja",0,0,0.00000
"kolacja",0,0,0.00000
"dyjuk",0,0,0.00000
"caractéristiques",0,0,0.00000
"caractéristique",0,0,0.00000
"caqdas",0,0,0.00000
"kolańczuk",0,0,0.00000
"kolańczuka",0,0,0.00000
"dykasteria",0,0,0.00000
"kolańczuku",0,0,0.00000
"kolaż",0,0,0.00000
"dyktafon",0,0,0.00000
"carchives",0,0,0.00000
"kolebka",0,0,0.00000
"kolega",0,0,0.00000
"dyktatura",0,0,0.00000
"kolegiacki",0,0,0.00000
"kolegialny",0,0,0.00000
"dyktować",0,0,0.00000
"care",0,0,0.00000
"autorskiem",0,0,0.00000
"kolegiat",0,0,0.00000
"kolegium",0,0,0.00000
"dylemat",0,0,0.00000
"koleiupominamy",0,0,0.00000
"kolej",0,0,0.00000
"dym",0,0,0.00000
"caritas",0,0,0.00000
"przeczytać",0,0,0.00000
"kolejarz",0,0,0.00000
"dymitr",0,0,0.00000
"kolejka",0,0,0.00000
"kolejno",0,0,0.00000
"dymić",0,0,0.00000
"carlsberg",0,0,0.00000
"autorskonych",0,0,0.00000
"antykomunistyczny",0,0,0.00000
"antyk",0,0,0.00000
"przeddzień",0,0,0.00000
"przedkładać",0,0,0.00000
"dymiński",0,0,0.00000
"kolejowy",0,0,0.00000
"przedmiotowy",0,0,0.00000
"dynamiczne18",0,0,0.00000
"carnaby",0,0,0.00000
"przednowoczesnej",0,0,0.00000
"kolekcjoner",0,0,0.00000
"kolekcje",0,0,0.00000
"kolekcjonerski",0,0,0.00000
"kolekcjonerstwo",0,0,0.00000
"dynamiczność",0,0,0.00000
"carski",0,0,0.00000
"autorskoprawna",0,0,0.00000
"przedsierpniowy",0,0,0.00000
"kolekta",0,0,0.00000
"kolekcjonować",0,0,0.00000
"kolektyw",0,0,0.00000
"kolektywizacja",0,0,0.00000
"dynamika",0,0,0.00000
"dynamiczny",0,0,0.00000
"kolektywnie",0,0,0.00000
"koleżanka",0,0,0.00000
"dyplom",0,0,0.00000
"koleżeński",0,0,0.00000
"kolneński",0,0,0.00000
"dyplomacja",0,0,0.00000
"cas-ów",0,0,0.00000
"autorskoprawne",0,0,0.00000
"antykwa",0,0,0.00000
"przedstawiłem",0,0,0.00000
"kolnoteka",0,0,0.00000
"kolno",0,0,0.00000
"kolonia",0,0,0.00000
"kolonialny",0,0,0.00000
"dyplomatyczny",0,0,0.00000
"dyplomata",0,0,0.00000
"kolonista",0,0,0.00000
"kolor",0,0,0.00000
"dyplomatyk",0,0,0.00000
"kolorado",0,0,0.00000
"koloro",0,0,0.00000
"dyplomatyka",0,0,0.00000
"case",0,0,0.00000
"autorskoprawnego",0,0,0.00000
"przeglądarka",0,0,0.00000
"kolorować",0,0,0.00000
"kolorowa",0,0,0.00000
"kolorowo",0,0,0.00000
"kolorowy",0,0,0.00000
"dyplomować",0,0,0.00000
"case-study",0,0,0.00000
"koloru_",0,0,0.00000
"kolorystycznie",0,0,0.00000
"dyplomowy",0,0,0.00000
"kolorystyczny",0,0,0.00000
"kolorystyka",0,0,0.00000
"dyptyk",0,0,0.00000
"cassino",0,0,0.00000
"autorskoprawnej",0,0,0.00000
"antykwariat",0,0,0.00000
"aktualności",0,0,0.00000
"aktualnosci",0,0,0.00000
"koloryt",0,0,0.00000
"kolos",0,0,0.00000
"dyr.",0,0,0.00000
"kolporter",0,0,0.00000
"przejąłby",0,0,0.00000
"dyrekcja",0,0,0.00000
"caswell",0,0,0.00000
"przejęzyczenie",0,0,0.00000
"kolumbia",0,0,0.00000
"kolski",0,0,0.00000
"przeka",0,0,0.00000
"kolwiek",0,0,0.00000
"kolumna",0,0,0.00000
"cat-mackiewicza",0,0,0.00000
"autorskoprawny",0,0,0.00000
"kolęda",0,0,0.00000
"kolędniczy",0,0,0.00000
"dyrektorski",0,0,0.00000
"kolędnik",0,0,0.00000
"kolędować",0,0,0.00000
"dyrektywa",0,0,0.00000
"cata-mackiewicza",0,0,0.00000
"komasacja",0,0,0.00000
"komasować",0,0,0.00000
"dyscyplina",0,0,0.00000
"kombatancki",0,0,0.00000
"kombatanckich8",0,0,0.00000
"dysfunkcja",0,0,0.00000
"cataloguing",0,0,0.00000
"autorskoprawnych",0,0,0.00000
"antykwaryczny",0,0,0.00000
"kombatant",0,0,0.00000
"kombatantek",0,0,0.00000
"dyshlevuk",0,0,0.00000
"kombatantka",0,0,0.00000
"kombinacja",0,0,0.00000
"dysk",0,0,0.00000
"categorized",0,0,0.00000
"przekształcić",0,0,0.00000
"komendant",0,0,0.00000
"dysk.",0,0,0.00000
"przekład",0,0,0.00000
"komentować",0,0,0.00000
"dyskietka",0,0,0.00000
"category",0,0,0.00000
"autorskoprawnym",0,0,0.00000
"komercyjnie",0,0,0.00000
"przemawiać",0,0,0.00000
"dyskomfort",0,0,0.00000
"komfort",0,0,0.00000
"komfortowy",0,0,0.00000
"dyskowy",0,0,0.00000
"catl",0,0,0.00000
"komierowie",0,0,0.00000
"komierowo",0,0,0.00000
"dyskretny",0,0,0.00000
"komierowscy",0,0,0.00000
"komierowscy.pl",0,0,0.00000
"dyskryminacja",0,0,0.00000
"catl-e",0,0,0.00000
"autorstwa-na",0,0,0.00000
"antyrama",0,0,0.00000
"aktualność",0,0,0.00000
"komierowska",0,0,0.00000
"komierowski",0,0,0.00000
"dyskryminować",0,0,0.00000
"przemyśl",0,0,0.00000
"komierowskiej",0,0,0.00000
"komierowskich",0,0,0.00000
"catl-i",0,0,0.00000
"komierowskimi",0,0,0.00000
"komierowską",0,0,0.00000
"dyskursologicznie",0,0,0.00000
"komiks",0,0,0.00000
"komiksowy",0,0,0.00000
"dyskursologicznych",0,0,0.00000
"całkiem",0,0,0.00000
"autorstwa-użycie",0,0,0.00000
"komikspr4_aac",0,0,0.00000
"komin",0,0,0.00000
"dyskursologii",0,0,0.00000
"komisariat",0,0,0.00000
"przepadać",0,0,0.00000
"dyskursologów",0,0,0.00000
"całkowicie",0,0,0.00000
"przepakowywać",0,0,0.00000
"komoda",0,0,0.00000
"dyskursywny",0,0,0.00000
"komora",0,0,0.00000
"kompania",0,0,0.00000
"dyskusja",0,0,0.00000
"całkowity",0,0,0.00000
"autorstwo",0,0,0.00000
"antysowiecki",0,0,0.00000
"kompatybilny",0,0,0.00000
"kompendium",0,0,0.00000
"dyskusyjny",0,0,0.00000
"kompensować",0,0,0.00000
"kompetencja",0,0,0.00000
"dyskutować",0,0,0.00000
"całodzienny",0,0,0.00000
"kompetentny",0,0,0.00000
"kompleksowo",0,0,0.00000
"dyskutowałyśmy",0,0,0.00000
"przeprowadziłam",0,0,0.00000
"komplement",0,0,0.00000
"dysleksja",0,0,0.00000
"całokształt",0,0,0.00000
"autorytatywny",0,0,0.00000
"przepustka",0,0,0.00000
"przepyszny",0,0,0.00000
"komplementarny",0,0,0.00000
"kompletność",0,0,0.00000
"kompletny",0,0,0.00000
"dyspensa",0,0,0.00000
"całościowo",0,0,0.00000
"kompletować",0,0,0.00000
"komplikacja",0,0,0.00000
"dysponent",0,0,0.00000
"komplikować",0,0,0.00000
"komponent",0,0,0.00000
"dysponowaliśmy",0,0,0.00000
"całościowy",0,0,0.00000
"autorytet",0,0,0.00000
"antyspamowy",0,0,0.00000
"aktualny",0,0,0.00000
"adresat",0,0,0.00000
"acetylocelulozowych",0,0,0.00000
"acetylocelulozowe",0,0,0.00000
"komponenty8",0,0,0.00000
"kompozycja",0,0,0.00000
"dysponować",0,0,0.00000
"kompozytor",0,0,0.00000
"kompresja",0,0,0.00000
"dyspozycja",0,0,0.00000
"całość",0,0,0.00000
"kompromis",0,0,0.00000
"kompromitujący",0,0,0.00000
"dysproporcja",0,0,0.00000
"przesterować",0,0,0.00000
"komputeropis",0,0,0.00000
"komputer",0,0,0.00000
"całożyciowy",0,0,0.00000
"autoryzacja",0,0,0.00000
"przestrzenie",0,0,0.00000
"komputeryzacja",0,0,0.00000
"komputerowy",0,0,0.00000
"przestój",0,0,0.00000
"komunia",0,0,0.00000
"komuna",0,0,0.00000
"dystansować",0,0,0.00000
"komunie",0,0,0.00000
"komunijny",0,0,0.00000
"dystrybuować",0,0,0.00000
"komunikacja",0,0,0.00000
"komunikacyjny",0,0,0.00000
"dysydencki",0,0,0.00000
"cbos",0,0,0.00000
"autoryzować",0,0,0.00000
"antystatyczny",0,0,0.00000
"przeszliśmy",0,0,0.00000
"komunikatywność",0,0,0.00000
"komunikat",0,0,0.00000
"komunikować",0,0,0.00000
"komunista",0,0,0.00000
"dywersyfikacja",0,0,0.00000
"dywersja",0,0,0.00000
"komunistyczny",0,0,0.00000
"komunizm",0,0,0.00000
"dywersyfikować",0,0,0.00000
"komórka",0,0,0.00000
"komórkowy",0,0,0.00000
"dywizja",0,0,0.00000
"cc-by-nc",0,0,0.00000
"autosacrum",0,0,0.00000
"kon",0,0,0.00000
"konanie",0,0,0.00000
"dyza",0,0,0.00000
"konarska",0,0,0.00000
"konarski",0,0,0.00000
"dyżur",0,0,0.00000
"cc0",0,0,0.00000
"konc",0,0,0.00000
"koncentracja",0,0,0.00000
"dyżurny",0,0,0.00000
"koncentracyjny",0,0,0.00000
"koncentrować",0,0,0.00000
"dz",0,0,0.00000
"ccan",0,0,0.00000
"autoteliczny",0,0,0.00000
"antysystemowej",0,0,0.00000
"aktywista",0,0,0.00000
"koncentrujący",0,0,0.00000
"przewijać",0,0,0.00000
"dz.",0,0,0.00000
"koncepcyjny",0,0,0.00000
"koncept",0,0,0.00000
"dzdfnd",0,0,0.00000
"ccitt",0,0,0.00000
"konceptualizacja",0,0,0.00000
"konceptualizm",0,0,0.00000
"dzdfndso",0,0,0.00000
"konceptualnie",0,0,0.00000
"konceptualny",0,0,0.00000
"dzdfnlhm",0,0,0.00000
"ccpa",0,0,0.00000
"autyzm",0,0,0.00000
"przewóz",0,0,0.00000
"kondolencja",0,0,0.00000
"dzdfnlhm2uhjdâ",0,0,0.00000
"przeznaczać",0,0,0.00000
"kondygnacja",0,0,0.00000
"dzdfnlhmrgwzru",0,0,0.00000
"cd",0,0,0.00000
"kone",0,0,0.00000
"konecki",0,0,0.00000
"dzdfnlhmz7ruxqlx",0,0,0.00000
"konfekcyjny",0,0,0.00000
"konferenca_zbornik_arhivisti_web",0,0,0.00000
"dzdfnć",0,0,0.00000
"cde37c5817ed33f04a0",0,0,0.00000
"available",0,0,0.00000
"antywirusowy",0,0,0.00000
"przełomowy",0,0,0.00000
"konferencja-przyszlosc-pamieci-archiwa-spoleczne-na-pomorzu-rola-arc",0,0,0.00000
"konferencja",0,0,0.00000
"konferencje",0,0,0.00000
"konferencyjny",0,0,0.00000
"dzduwrğflwhf",0,0,0.00000
"dzdohurzlf",0,0,0.00000
"konfiguracja",0,0,0.00000
"konfigurować",0,0,0.00000
"dzduwrğý",0,0,0.00000
"konflikt",0,0,0.00000
"konformizm",0,0,0.00000
"dzenie",0,0,0.00000
"cech",0,0,0.00000
"cebula",0,0,0.00000
"konfrontacja",0,0,0.00000
"konfrontować",0,0,0.00000
"dzi",0,0,0.00000
"przodownica",0,0,0.00000
"przybierać",0,0,0.00000
"konfuzja",0,0,0.00000
"cecha",0,0,0.00000
"przybliżenie",0,0,0.00000
"kongresowy",0,0,0.00000
"dziadkowie",0,0,0.00000
"przybylska",0,0,0.00000
"przybyć",0,0,0.00000
"konieczna131",0,0,0.00000
"cechować",0,0,0.00000
"avramc",0,0,0.00000
"avenir",0,0,0.00000
"aktywizacja",0,0,0.00000
"adresować",0,0,0.00000
"przybyło-ibadullajev",0,0,0.00000
"konieczność",0,0,0.00000
"dziawum",0,0,0.00000
"przychodnia",0,0,0.00000
"przychylnie",0,0,0.00000
"konin",0,0,0.00000
"cechowy",0,0,0.00000
"przychód",0,0,0.00000
"koniński",0,0,0.00000
"koniunkcja",0,0,0.00000
"konińskie",0,0,0.00000
"konkluzja",0,0,0.00000
"działa",0,0,0.00000
"cechą",0,0,0.00000
"aw",0,0,0.00000
"przyczynek",0,0,0.00000
"konkrentych",0,0,0.00000
"konkordancja",0,0,0.00000
"konkret",0,0,0.00000
"konkretnie",0,0,0.00000
"działaczka",0,0,0.00000
"cecylia",0,0,0.00000
"przydawca",0,0,0.00000
"konkretych",0,0,0.00000
"działają",0,0,0.00000
"konkurencja",0,0,0.00000
"konkurencyjność",0,0,0.00000
"działal",0,0,0.00000
"cedet",0,0,0.00000
"awangarda",0,0,0.00000
"anulujok",0,0,0.00000
"konkurować",0,0,0.00000
"przygoda",0,0,0.00000
"działalności13",0,0,0.00000
"przygotowaliśmy",0,0,0.00000
"konny",0,0,0.00000
"konkursowy",0,0,0.00000
"cegielnia",0,0,0.00000
"przygotowałem",0,0,0.00000
"konopka-wichrowska",0,0,0.00000
"konopka",0,0,0.00000
"przyja",0,0,0.00000
"konotacja",0,0,0.00000
"konopnicka",0,0,0.00000
"cegielski",0,0,0.00000
"awangardowy",0,0,0.00000
"konrad",0,0,0.00000
"przyjaźnić",0,0,0.00000
"działaność",0,0,0.00000
"przyjechać",0,0,0.00000
"konsekwentny",0,0,0.00000
"konsekwentnie",0,0,0.00000
"cegiełka",0,0,0.00000
"konserwacja",0,0,0.00000
"konserwacja44",0,0,0.00000
"działałach",0,0,0.00000
"konserwacyjny",0,0,0.00000
"przyjęcie",0,0,0.00000
"działałem",0,0,0.00000
"cegła",0,0,0.00000
"awans",0,0,0.00000
"anusiewicz",0,0,0.00000
"aktywizacyjny",0,0,0.00000
"przyjęty",0,0,0.00000
"konserwatorium",0,0,0.00000
"konserwatorem5",0,0,0.00000
"przykleić",0,0,0.00000
"konserwować",0,0,0.00000
"działałyby",0,0,0.00000
"działałoby",0,0,0.00000
"przykrywać",0,0,0.00000
"konsolidować",0,0,0.00000
"konsolidacja",0,0,0.00000
"konspekt",0,0,0.00000
"konspirac",0,0,0.00000
"działka",0,0,0.00000
"działeniem",0,0,0.00000
"cela",0,0,0.00000
"konspiracja",0,0,0.00000
"przymiotnik",0,0,0.00000
"działo",0,0,0.00000
"konspirator",0,0,0.00000
"konspiratorka",0,0,0.00000
"działą",0,0,0.00000
"celebrować",0,0,0.00000
"konstancja",0,0,0.00000
"konstankiewicz",0,0,0.00000
"dzieciak",0,0,0.00000
"konstankiewicza",0,0,0.00000
"konstanty",0,0,0.00000
"dzieciątko",0,0,0.00000
"celebryta",0,0,0.00000
"awantura",0,0,0.00000
"awansować",0,0,0.00000
"przyp.",0,0,0.00000
"konstatacja",0,0,0.00000
"konstantyn",0,0,0.00000
"przypadkami128",0,0,0.00000
"konsternacja",0,0,0.00000
"konstatować",0,0,0.00000
"dziecięcy",0,0,0.00000
"przypadkowy",0,0,0.00000
"konstrukt",0,0,0.00000
"konstrukcja",0,0,0.00000
"przypadków126",0,0,0.00000
"konstruktorka",0,0,0.00000
"konstruktor",0,0,0.00000
"celem",0,0,0.00000
"celej",0,0,0.00000
"konstruktywistyczny",0,0,0.00000
"konstruktywizm",0,0,0.00000
"dziedzic1939",0,0,0.00000
"konstruktywny",0,0,0.00000
"konstruować",0,0,0.00000
"dziedzicrelacji",0,0,0.00000
"celińska-pyśk",0,0,0.00000
"konstytucja",0,0,0.00000
"konstytucyjny",0,0,0.00000
"dziedzict",0,0,0.00000
"przypomnieć",0,0,0.00000
"konstytutywny",0,0,0.00000
"konstytuować",0,0,0.00000
"celiński",0,0,0.00000
"awaryjność",0,0,0.00000
"awaria",0,0,0.00000
"ao",0,0,0.00000
"adresowy",0,0,0.00000
"acetylocelulozowymi",0,0,0.00000
"przypuszczać",0,0,0.00000
"konsulat",0,0,0.00000
"konsul",0,0,0.00000
"przyroda",0,0,0.00000
"konsultacje",0,0,0.00000
"dziedziczyć",0,0,0.00000
"dziedziczenie",0,0,0.00000
"przysiadać",0,0,0.00000
"konsultacyjny",0,0,0.00000
"konsultacyjno-terapeutycznych",0,0,0.00000
"przysporzyć",0,0,0.00000
"przysposobienie",0,0,0.00000
"konsultantka",0,0,0.00000
"celny",0,0,0.00000
"celnie",0,0,0.00000
"przystanek",0,0,0.00000
"konsultowałyśmy",0,0,0.00000
"konsultować",0,0,0.00000
"konsumencki",0,0,0.00000
"konsystorski",0,0,0.00000
"dzieje.pl",0,0,0.00000
"dzieje",0,0,0.00000
"konsystorz",0,0,0.00000
"przystępny",0,0,0.00000
"dziejowy",0,0,0.00000
"kontakt-tv",0,0,0.00000
"kontakt24@tvn.pl",0,0,0.00000
"dziekan",0,0,0.00000
"celowego44",0,0,0.00000
"celować",0,0,0.00000
"awaryjny",0,0,0.00000
"kontakt@ikm.gda.pl",0,0,0.00000
"kontaktowaliśmy",0,0,0.00000
"dziekanat",0,0,0.00000
"kontaktować",0,0,0.00000
"kontaktowy",0,0,0.00000
"dziekański",0,0,0.00000
"celowo",0,0,0.00000
"kontaktu",0,0,0.00000
"przysłużyłaby",0,0,0.00000
"dzielili144",0,0,0.00000
"przytakiwań",0,0,0.00000
"przytoczyłam",0,0,0.00000
"kontekstualizację",0,0,0.00000
"celowości19",0,0,0.00000
"awers",0,0,0.00000
"przytrafić",0,0,0.00000
"kontekście76",0,0,0.00000
"kontekstualnej6",0,0,0.00000
"kontestacją23",0,0,0.00000
"konto",0,0,0.00000
"dzielnie",0,0,0.00000
"celowość",0,0,0.00000
"kontr",0,0,0.00000
"kontrakt",0,0,0.00000
"dziem",0,0,0.00000
"kontrast",0,0,0.00000
"kontrastować",0,0,0.00000
"dziemy",0,0,0.00000
"celowy",0,0,0.00000
"axiological",0,0,0.00000
"ap",0,0,0.00000
"aok",0,0,0.00000
"kontrastowy",0,0,0.00000
"kontrola",0,0,0.00000
"dzienikarstwa",0,0,0.00000
"kontrolny",0,0,0.00000
"kontrolować",0,0,0.00000
"dzienkiewicz",0,0,0.00000
"celsjusza",0,0,0.00000
"kontrolę106",0,0,0.00000
"kontrowersja",0,0,0.00000
"dziennie",0,0,0.00000
"przyzwyczajać",0,0,0.00000
"kontrwywiad",0,0,0.00000
"kontrowersyjny",0,0,0.00000
"cena",0,0,0.00000
"azbest",0,0,0.00000
"kontur",0,0,0.00000
